"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 18 19:54:34 GMT 2025","Thu Sep 18 19:54:34 GMT 2025","1","tests","test_robot_extended","","","","test_high_speed_forward_safety",""
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","0","tests","test_real_actions","","","","test_multi_obstacle_navigation","NEW: Test that the robot navigates and stops at the first of multiple obstacles."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","0","tests","test_real_actions","","","","test_arm_safety_on_multiple_moves","Test that the arm never goes below safe threshold after multiple moves."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","1","tests","test_real_actions","","","","test_navigation_to_multiple_waypoints","Test that the robot can follow multiple waypoints in sequence."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","0","tests","test_real_actions","","","","test_full_pick_and_place_sequence","Test the complete pick and place action."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","1","tests","test_robot_extended","","","","test_navigation_boundary_limit","Test that the robot does not cross the boundary (x <= 1.0)."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","0","tests","test_real_actions","","","","test_pick_fail_then_retry","Test that a failed pick attempt can be retried successfully."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","4","tests","test_robot_extended","","","","test_navigation_multiple_obstacles",""
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","1","tests","test_robot_extended","","","","test_navigation_continuous_reverse",""
"passed","Thu Sep 18 19:54:34 GMT 2025","Thu Sep 18 19:54:34 GMT 2025","1","tests","test_robot_extended","","","","test_uneven_ground_mock",""
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","1","tests","test_real_actions","","","","test_carry_and_place_on_elevated_target","Test that the robot carries a cube and places it on an elevated surface."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","0","tests","test_real_actions","","","","test_walk_and_pick_sequence","Test the combined walking and picking action."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","0","tests","test_real_actions","","","","test_robot_walks_while_holding_object","Test a full scenario: the robot picks up a cube and carries it to a new location."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","1","tests","test_navigation","","","","test_robot_navigation_reverse",""
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","0","tests","test_real_actions","","","","test_pick_and_place_without_arm","Test that a RuntimeError is raised when trying to pick and place without an arm."
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","1","tests","test_real_actions","","","","test_carry_object_through_obstacle","Test that the robot carrying an object stops before an obstacle."
"passed","Thu Sep 18 19:54:34 GMT 2025","Thu Sep 18 19:54:34 GMT 2025","1","tests","test_robot_extended","","","","test_reverse_with_obstacle",""
"passed","Thu Sep 18 19:54:34 GMT 2025","Thu Sep 18 19:54:34 GMT 2025","0","tests","test_sensor_fusion","","","","test_kalman_filter_accuracy",""
"passed","Thu Sep 18 19:54:33 GMT 2025","Thu Sep 18 19:54:33 GMT 2025","0","tests","test_real_actions","","","","test_sequential_pick_and_drop","NEW: Test the robot's ability to pick up and drop multiple objects in sequence."
